FIT Profiler Report
Profile stats for: [LightningModule]BERTSQuADModule.configure_callbacks rank: 1
         7 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      795    0.000    0.000    0.000    0.000 callback.py:280(on_before_optimizer_step)
      795    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [LightningModule]BERTSQuADModule.on_before_optimizer_step rank: 1
         5565 function calls in 0.001 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      795    0.000    0.000    0.001    0.000 contextlib.py:141(__exit__)
      795    0.000    0.000    0.001    0.000 {built-in method builtins.next}
      795    0.000    0.000    0.001    0.000 profiler.py:56(profile)
      795    0.000    0.000    0.001    0.000 advanced.py:81(stop)
      795    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
      795    0.000    0.000    0.000    0.000 hooks.py:298(on_before_optimizer_step)
      795    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [LightningModule]BERTSQuADModule.configure_gradient_clipping rank: 1
         768765 function calls (767175 primitive calls) in 1.094 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      795    0.001    0.000    1.091    0.001 module.py:1276(configure_gradient_clipping)
      795    0.007    0.000    1.090    0.001 module.py:1208(clip_gradients)
      795    0.002    0.000    1.068    0.001 amp.py:100(clip_gradients)
      795    0.002    0.000    1.066    0.001 precision.py:144(clip_gradients)
      795    0.003    0.000    1.057    0.001 precision.py:163(clip_grad_by_norm)
 2385/795    0.106    0.000    1.054    0.001 clip_grad.py:41(_no_grad_wrapper)
      795    0.021    0.000    1.037    0.001 clip_grad.py:185(clip_grad_norm_)
      795    0.011    0.000    0.577    0.001 clip_grad.py:49(_get_total_norm)
      795    0.027    0.000    0.260    0.000 clip_grad.py:120(_clip_grads_with_norm_)
      795    0.234    0.000    0.234    0.000 {built-in method torch._foreach_norm}
      795    0.037    0.000    0.108    0.000 clip_grad.py:107(<listcomp>)
     1590    0.003    0.000    0.108    0.000 _foreach_utils.py:58(_has_foreach_support)
      795    0.099    0.000    0.099    0.000 {built-in method torch.stack}
     1590    0.032    0.000    0.093    0.000 {built-in method builtins.all}
     1590    0.004    0.000    0.080    0.000 _contextlib.py:117(decorate_context)
   159000    0.073    0.000    0.073    0.000 {method 'to' of 'torch._C.TensorBase' objects}
     1590    0.001    0.000    0.063    0.000 _foreach_utils.py:43(_group_tensors_by_device_and_dtype)
     1590    0.061    0.000    0.061    0.000 {built-in method torch._C._group_tensors_by_device_and_dtype}
   318000    0.060    0.000    0.060    0.000 _foreach_utils.py:59(<genexpr>)
      795    0.058    0.000    0.058    0.000 clip_grad.py:157(<listcomp>)
      795    0.052    0.000    0.052    0.000 clip_grad.py:230(<listcomp>)
      795    0.046    0.000    0.046    0.000 {built-in method torch._foreach_mul_}
      795    0.029    0.000    0.029    0.000 {built-in method torch._C._linalg.linalg_vector_norm}
      795    0.002    0.000    0.022    0.000 _tensor.py:38(wrapped)
      795    0.012    0.000    0.019    0.000 _tensor.py:1077(__rdiv__)
   159000    0.014    0.000    0.014    0.000 precision.py:126(main_params)
     1590    0.010    0.000    0.013    0.000 _foreach_utils.py:51(_device_has_foreach_support)
     7950    0.007    0.000    0.012    0.000 grad_mode.py:184(__init__)
     3975    0.005    0.000    0.012    0.000 grad_mode.py:84(__exit__)
      795    0.011    0.000    0.011    0.000 {built-in method torch.clamp}
     3975    0.005    0.000    0.011    0.000 grad_mode.py:80(__enter__)
      795    0.003    0.000    0.010    0.000 enums.py:34(supported_type)
      795    0.008    0.000    0.008    0.000 {method 'reciprocal' of 'torch._C.TensorBase' objects}
     3975    0.006    0.000    0.007    0.000 grad_mode.py:75(__init__)
     1590    0.004    0.000    0.006    0.000 enums.py:81(__eq__)
     1590    0.002    0.000    0.006    0.000 _contextlib.py:150(clone)
      795    0.001    0.000    0.005    0.000 {built-in method builtins.any}
     2385    0.002    0.000    0.005    0.000 enums.py:36(<genexpr>)
     3975    0.003    0.000    0.005    0.000 _contextlib.py:158(__new__)
     4770    0.003    0.000    0.004    0.000 enum.py:192(__get__)
     7950    0.003    0.000    0.003    0.000 {built-in method torch._C._set_grad_enabled}
      795    0.000    0.000    0.003    0.000 contextlib.py:141(__exit__)
      795    0.000    0.000    0.002    0.000 {built-in method builtins.next}
    11925    0.002    0.000    0.002    0.000 {built-in method torch.is_grad_enabled}
     1590    0.001    0.000    0.002    0.000 _foreach_utils.py:9(_get_foreach_kernels_supported_devices)
     5565    0.002    0.000    0.002    0.000 {built-in method builtins.isinstance}
      795    0.000    0.000    0.002    0.000 profiler.py:56(profile)
      795    0.001    0.000    0.002    0.000 enum.py:685(__call__)
      795    0.001    0.000    0.001    0.000 advanced.py:81(stop)
     3975    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x14f52fadea00}
     3180    0.001    0.000    0.001    0.000 module.py:217(trainer)
     2385    0.001    0.000    0.001    0.000 enum.py:795(<genexpr>)
     4770    0.001    0.000    0.001    0.000 enum.py:1243(value)
      795    0.001    0.000    0.001    0.000 trainer.py:1154(precision_plugin)
      795    0.001    0.000    0.001    0.000 enum.py:791(__iter__)
     1590    0.001    0.000    0.001    0.000 {built-in method torch._C._get_privateuse1_backend_name}
      795    0.000    0.000    0.001    0.000 amp.py:116(_optimizer_handles_unscaling)
     5565    0.001    0.000    0.001    0.000 _jit_internal.py:106(is_scripting)
     3975    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
     2385    0.001    0.000    0.001    0.000 {built-in method builtins.len}
      795    0.001    0.000    0.001    0.000 enum.py:1091(__new__)
      795    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
     1590    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      795    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
      795    0.000    0.000    0.000    0.000 {built-in method torch._C._has_torch_function}
      795    0.000    0.000    0.000    0.000 strategy.py:94(precision_plugin)
      795    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
      795    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
      795    0.000    0.000    0.000    0.000 module.py:232(fabric)
      795    0.000    0.000    0.000    0.000 trainer.py:1150(strategy)



Profile stats for: [LightningModule]BERTSQuADModule.lr_scheduler_step rank: 1
         15521 function calls in 0.020 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      795    0.001    0.000    0.018    0.000 module.py:1307(lr_scheduler_step)
      795    0.001    0.000    0.017    0.000 lr_scheduler.py:176(step)
      795    0.006    0.000    0.015    0.000 lr_scheduler.py:207(_update_lr)
      795    0.002    0.000    0.007    0.000 lr_scheduler.py:367(get_lr)
      795    0.002    0.000    0.005    0.000 lr_scheduler.py:372(<listcomp>)
      795    0.002    0.000    0.002    0.000 optimization.py:99(_get_linear_schedule_with_warmup_lr_lambda)
      795    0.000    0.000    0.002    0.000 contextlib.py:141(__exit__)
      795    0.000    0.000    0.002    0.000 {built-in method builtins.next}
      795    0.000    0.000    0.002    0.000 profiler.py:56(profile)
      795    0.001    0.000    0.001    0.000 advanced.py:81(stop)
        1    0.000    0.000    0.001    0.001 {built-in method _warnings.warn}
        1    0.000    0.000    0.001    0.001 warnings.py:96(_showwarnmsg)
        1    0.000    0.000    0.001    0.001 warnings.py:20(_showwarnmsg_impl)
        1    0.000    0.000    0.001    0.001 warnings.py:117(_formatwarnmsg)
        1    0.000    0.000    0.001    0.001 warnings.py:40(_custom_format_warning)
        1    0.000    0.000    0.001    0.001 warnings.py:15(formatwarning)
        1    0.000    0.000    0.001    0.001 warnings.py:35(_formatwarnmsg_impl)
        1    0.000    0.000    0.001    0.001 linecache.py:26(getline)
        1    0.000    0.000    0.001    0.001 linecache.py:36(getlines)
        1    0.000    0.000    0.001    0.001 linecache.py:80(updatecache)
     1091    0.001    0.000    0.001    0.000 {built-in method builtins.max}
        1    0.000    0.000    0.000    0.000 tokenize.py:392(open)
      797    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
        1    0.000    0.000    0.000    0.000 {built-in method io.open}
      795    0.000    0.000    0.000    0.000 lr_scheduler.py:250(__enter__)
        1    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
      795    0.000    0.000    0.000    0.000 lr_scheduler.py:225(<listcomp>)
      795    0.000    0.000    0.000    0.000 lr_scheduler.py:254(__exit__)
      795    0.000    0.000    0.000    0.000 lr_scheduler.py:247(__init__)
      795    0.000    0.000    0.000    0.000 lr_scheduler.py:230(_warn_get_lr_called_within_step)
      795    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
      795    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:868(__new__)
        1    0.000    0.000    0.000    0.000 pathlib.py:504(_from_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:484(_parse_args)
        1    0.000    0.000    0.000    0.000 tokenize.py:299(detect_encoding)
        1    0.000    0.000    0.000    0.000 pathlib.py:56(parse_parts)
       12    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
        1    0.000    0.000    0.000    0.000 {built-in method posix.stat}
        2    0.000    0.000    0.000    0.000 tokenize.py:323(read_or_stop)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 warnings.py:57(_is_path_in_lightning)
       12    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       17    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        2    0.000    0.000    0.000    0.000 tokenize.py:329(find_cookie)
        1    0.000    0.000    0.000    0.000 pathlib.py:536(__str__)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:239(splitroot)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:971(absolute)
        2    0.000    0.000    0.000    0.000 warnings.py:403(__init__)
        3    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:523(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
       19    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:792(is_absolute)
        1    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.len}
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
        1    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x14f52fadea00}
        1    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
        1    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}



Profile stats for: [Callback]LearningRateMonitor.on_train_batch_end rank: 1
         7950 function calls in 0.003 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      795    0.000    0.000    0.002    0.000 contextlib.py:141(__exit__)
      795    0.000    0.000    0.001    0.000 {built-in method builtins.next}
      795    0.000    0.000    0.001    0.000 profiler.py:56(profile)
      795    0.001    0.000    0.001    0.000 trainer.py:1203(lightning_module)
      795    0.001    0.000    0.001    0.000 advanced.py:81(stop)
      795    0.000    0.000    0.000    0.000 trainer.py:1150(strategy)
      795    0.000    0.000    0.000    0.000 strategy.py:361(lightning_module)
      795    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
      795    0.000    0.000    0.000    0.000 callback.py:81(on_train_batch_end)
      795    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Callback]TQDMProgressBar.on_train_batch_end rank: 1
         10335 function calls in 0.005 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      795    0.002    0.000    0.003    0.000 tqdm_progress.py:274(on_train_batch_end)
      795    0.000    0.000    0.001    0.000 contextlib.py:141(__exit__)
      795    0.000    0.000    0.001    0.000 {built-in method builtins.next}
      795    0.000    0.000    0.001    0.000 profiler.py:56(profile)
      795    0.001    0.000    0.001    0.000 trainer.py:1203(lightning_module)
      795    0.000    0.000    0.001    0.000 tqdm_progress.py:438(_should_update)
      795    0.001    0.000    0.001    0.000 advanced.py:81(stop)
      795    0.000    0.000    0.000    0.000 tqdm_progress.py:122(train_progress_bar)
      795    0.000    0.000    0.000    0.000 tqdm_progress.py:170(is_enabled)
      795    0.000    0.000    0.000    0.000 trainer.py:1150(strategy)
      795    0.000    0.000    0.000    0.000 strategy.py:361(lightning_module)
      795    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
      795    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Callback]ModelSummary.on_train_batch_end rank: 1
         7950 function calls in 0.002 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      795    0.000    0.000    0.001    0.000 contextlib.py:141(__exit__)
      795    0.000    0.000    0.001    0.000 {built-in method builtins.next}
      795    0.000    0.000    0.001    0.000 profiler.py:56(profile)
      795    0.001    0.000    0.001    0.000 trainer.py:1203(lightning_module)
      795    0.000    0.000    0.001    0.000 advanced.py:81(stop)
      795    0.000    0.000    0.000    0.000 trainer.py:1150(strategy)
      795    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
      795    0.000    0.000    0.000    0.000 strategy.py:361(lightning_module)
      795    0.000    0.000    0.000    0.000 callback.py:81(on_train_batch_end)
      795    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Callback]ModelCheckpoint{'monitor': 'train_loss', 'mode': 'min', 'every_n_train_steps': 0, 'every_n_epochs': 5, 'train_time_interval': None}.on_train_batch_end rank: 1
         22260 function calls in 0.021 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      795    0.002    0.000    0.019    0.000 model_checkpoint.py:302(on_train_batch_end)
      795    0.007    0.000    0.017    0.000 model_checkpoint.py:498(_should_skip_saving_checkpoint)
      795    0.001    0.000    0.006    0.000 trainer.py:1455(sanity_checking)
      795    0.003    0.000    0.005    0.000 enums.py:81(__eq__)
      795    0.001    0.000    0.004    0.000 trainer.py:1484(global_step)
      795    0.001    0.000    0.003    0.000 training_epoch_loop.py:111(global_step)
     1590    0.001    0.000    0.002    0.000 trainer.py:1203(lightning_module)
      795    0.000    0.000    0.001    0.000 contextlib.py:141(__exit__)
     1590    0.001    0.000    0.001    0.000 enum.py:192(__get__)
      795    0.000    0.000    0.001    0.000 {built-in method builtins.next}
      795    0.000    0.000    0.001    0.000 profiler.py:56(profile)
      795    0.001    0.000    0.001    0.000 advanced.py:81(stop)
      795    0.000    0.000    0.000    0.000 progress.py:295(optimizer_steps)
     1590    0.000    0.000    0.000    0.000 trainer.py:1150(strategy)
     1590    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
     1590    0.000    0.000    0.000    0.000 enum.py:1243(value)
      795    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
      795    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
     1590    0.000    0.000    0.000    0.000 strategy.py:361(lightning_module)
      795    0.000    0.000    0.000    0.000 module.py:297(automatic_optimization)
      795    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
      795    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [LightningModule]BERTSQuADModule.on_train_batch_end rank: 1
         5565 function calls in 0.001 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      795    0.000    0.000    0.001    0.000 contextlib.py:141(__exit__)
      795    0.000    0.000    0.001    0.000 {built-in method builtins.next}
      795    0.000    0.000    0.001    0.000 profiler.py:56(profile)
      795    0.001    0.000    0.001    0.000 advanced.py:81(stop)
      795    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
      795    0.000    0.000    0.000    0.000 hooks.py:79(on_train_batch_end)
      795    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Callback]LearningRateMonitor.on_train_epoch_end rank: 1
         50 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        5    0.000    0.000    0.000    0.000 profiler.py:56(profile)
        5    0.000    0.000    0.000    0.000 advanced.py:81(stop)
        5    0.000    0.000    0.000    0.000 trainer.py:1203(lightning_module)
        5    0.000    0.000    0.000    0.000 trainer.py:1150(strategy)
        5    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 callback.py:95(on_train_epoch_end)
        5    0.000    0.000    0.000    0.000 strategy.py:361(lightning_module)
        5    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Callback]TQDMProgressBar.on_train_epoch_end rank: 1
         55 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 trainer.py:1203(lightning_module)
        5    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        5    0.000    0.000    0.000    0.000 tqdm_progress.py:283(on_train_epoch_end)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        5    0.000    0.000    0.000    0.000 profiler.py:56(profile)
        5    0.000    0.000    0.000    0.000 advanced.py:81(stop)
        5    0.000    0.000    0.000    0.000 tqdm_progress.py:122(train_progress_bar)
        5    0.000    0.000    0.000    0.000 trainer.py:1150(strategy)
        5    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 strategy.py:361(lightning_module)
        5    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Callback]ModelSummary.on_train_epoch_end rank: 1
         50 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        5    0.000    0.000    0.000    0.000 profiler.py:56(profile)
        5    0.000    0.000    0.000    0.000 advanced.py:81(stop)
        5    0.000    0.000    0.000    0.000 trainer.py:1203(lightning_module)
        5    0.000    0.000    0.000    0.000 trainer.py:1150(strategy)
        5    0.000    0.000    0.000    0.000 callback.py:95(on_train_epoch_end)
        5    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 strategy.py:361(lightning_module)
        5    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [LightningModule]BERTSQuADModule.on_train_epoch_end rank: 1
         35 function calls in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.next}
        5    0.000    0.000    0.000    0.000 profiler.py:56(profile)
        5    0.000    0.000    0.000    0.000 advanced.py:81(stop)
        5    0.000    0.000    0.000    0.000 hooks.py:214(on_train_epoch_end)
        5    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        5    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}



Profile stats for: [Callback]ModelCheckpoint{'monitor': 'train_loss', 'mode': 'min', 'every_n_train_steps': 0, 'every_n_epochs': 5, 'train_time_interval': None}.on_train_epoch_end rank: 1
         6062 function calls (5900 primitive calls) in 0.042 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        5    0.000    0.000    0.042    0.008 model_checkpoint.py:374(on_train_epoch_end)
       21    0.000    0.000    0.033    0.002 model_checkpoint.py:869(file_exists)
        4    0.000    0.000    0.029    0.007 model_checkpoint.py:776(_save_last_checkpoint)
    83/41    0.000    0.000    0.018    0.000 c10d_logger.py:78(wrapper)
       21    0.000    0.000    0.018    0.001 spec.py:662(exists)
       21    0.000    0.000    0.018    0.001 local.py:78(info)
       21    0.017    0.001    0.017    0.001 {built-in method posix.stat}
       21    0.000    0.000    0.015    0.001 ddp.py:304(broadcast)
       21    0.002    0.000    0.014    0.001 distributed_c10d.py:3589(broadcast_object_list)
        5    0.000    0.000    0.008    0.002 model_checkpoint.py:766(_monitor_candidates)
       28    0.007    0.000    0.007    0.000 {method 'item' of 'torch._C.TensorBase' objects}
        5    0.000    0.000    0.005    0.001 trainer.py:1632(callback_metrics)
        5    0.000    0.000    0.005    0.001 logger_connector.py:239(callback_metrics)
        5    0.000    0.000    0.005    0.001 logger_connector.py:232(metrics)
        5    0.000    0.000    0.005    0.001 result.py:471(metrics)
        1    0.000    0.000    0.005    0.005 model_checkpoint.py:453(_save_topk_checkpoint)
        1    0.000    0.000    0.005    0.005 model_checkpoint.py:797(_save_monitor_checkpoint)
        1    0.000    0.000    0.005    0.005 model_checkpoint.py:817(_update_best_and_save)
       10    0.000    0.000    0.005    0.000 result.py:425(_get_cache)
        5    0.000    0.000    0.005    0.001 result.py:276(wrapped_func)
        5    0.000    0.000    0.005    0.001 result.py:246(compute)
        1    0.000    0.000    0.005    0.005 model_checkpoint.py:753(_get_metric_interpolated_filepath_name)
       10    0.000    0.000    0.004    0.000 ddp.py:328(reduce)
       10    0.000    0.000    0.004    0.000 distributed.py:162(_sync_ddp_if_available)
       10    0.000    0.000    0.004    0.000 distributed.py:182(_sync_ddp)
       10    0.000    0.000    0.003    0.000 distributed_c10d.py:4823(barrier)
       10    0.003    0.000    0.003    0.000 {built-in method torch._C._distributed_c10d.barrier}
       42    0.000    0.000    0.003    0.000 distributed_c10d.py:2793(broadcast)
     95/5    0.000    0.000    0.002    0.000 copy.py:128(deepcopy)
     25/5    0.000    0.000    0.002    0.000 copy.py:227(_deepcopy_dict)
       42    0.002    0.000    0.002    0.000 {built-in method torch._C._distributed_c10d.broadcast}
       20    0.000    0.000    0.002    0.000 _tensor.py:138(__deepcopy__)
       21    0.001    0.000    0.002    0.000 distributed_c10d.py:3090(_tensor_to_object)
       21    0.000    0.000    0.001    0.000 model_checkpoint.py:660(format_checkpoint_name)
       20    0.000    0.000    0.001    0.000 storage.py:1138(_deepcopy)
       21    0.000    0.000    0.001    0.000 model_checkpoint.py:624(_format_checkpoint_name)
       10    0.000    0.000    0.001    0.000 distributed_c10d.py:2845(all_reduce)
       20    0.000    0.000    0.001    0.000 storage.py:239(__deepcopy__)
       20    0.000    0.000    0.001    0.000 storage.py:255(clone)
       21    0.001    0.000    0.001    0.000 {method 'cpu' of 'torch._C.TensorBase' objects}
       21    0.001    0.000    0.001    0.000 {built-in method torch.sum}
       10    0.000    0.000    0.000    0.000 {built-in method torch._C._distributed_c10d.allreduce}
       21    0.000    0.000    0.000    0.000 __init__.py:208(findall)
       42    0.000    0.000    0.000    0.000 {built-in method torch.empty}
       20    0.000    0.000    0.000    0.000 {method 'copy_' of 'torch._C.StorageBase' objects}
       21    0.000    0.000    0.000    0.000 __init__.py:272(_compile)
       21    0.000    0.000    0.000    0.000 _tensor.py:1161(__iter__)
       63    0.000    0.000    0.000    0.000 distributed_c10d.py:1136(_group_or_default_group)
        1    0.000    0.000    0.000    0.000 _compiler.py:738(compile)
        1    0.000    0.000    0.000    0.000 {built-in method torch.isnan}
       21    0.000    0.000    0.000    0.000 distributed_c10d.py:769(_get_object_coll_device)
       21    0.000    0.000    0.000    0.000 {method 'unbind' of 'torch._C.TensorBase' objects}
       45    0.000    0.000    0.000    0.000 enums.py:81(__eq__)
      302    0.000    0.000    0.000    0.000 distributed_c10d.py:722(WORLD)
       21    0.000    0.000    0.000    0.000 local.py:249(_strip_protocol)
       21    0.000    0.000    0.000    0.000 {method 'numpy' of 'torch._C.TensorBase' objects}
       73    0.000    0.000    0.000    0.000 distributed_c10d.py:1300(_get_default_group)
        1    0.000    0.000    0.000    0.000 _parser.py:970(parse)
        5    0.000    0.000    0.000    0.000 apply_func.py:120(convert_tensors_to_scalars)
       15    0.000    0.000    0.000    0.000 trainer.py:1668(_results)
        5    0.000    0.000    0.000    0.000 {method 'clone' of 'torch._C.TensorBase' objects}
       21    0.000    0.000    0.000    0.000 <frozen posixpath>:71(join)
        5    0.000    0.000    0.000    0.000 model_checkpoint.py:472(_save_checkpoint)
       31    0.000    0.000    0.000    0.000 distributed.py:389(_distributed_is_initialized)
       20    0.000    0.000    0.000    0.000 _tensor.py:313(_typed_storage)
      2/1    0.000    0.000    0.000    0.000 _parser.py:447(_parse_sub)
       10    0.000    0.000    0.000    0.000 {built-in method torch.tensor}
      104    0.000    0.000    0.000    0.000 distributed_c10d.py:1274(is_initialized)
      2/1    0.000    0.000    0.000    0.000 _parser.py:507(_parse)
        5    0.000    0.000    0.000    0.000 trainer.py:1371(save_checkpoint)
        5    0.000    0.000    0.000    0.000 apply_func.py:25(apply_to_collection)
       20    0.000    0.000    0.000    0.000 storage.py:891(_new_wrapped_storage)
       30    0.000    0.000    0.000    0.000 trainer.py:1407(training)
        5    0.000    0.000    0.000    0.000 apply_func.py:129(to_item)
        5    0.000    0.000    0.000    0.000 model_checkpoint.py:516(_should_save_on_train_epoch_end)
       20    0.000    0.000    0.000    0.000 {method 'new_empty' of 'torch._C.TensorBase' objects}
       20    0.000    0.000    0.000    0.000 {method 'set_' of 'torch._C.TensorBase' objects}
       21    0.000    0.000    0.000    0.000 {built-in method torch._C._monitor.guard}
        5    0.000    0.000    0.000    0.000 model_checkpoint.py:498(_should_skip_saving_checkpoint)
      187    0.000    0.000    0.000    0.000 {built-in method builtins.getattr}
      402    0.000    0.000    0.000    0.000 {built-in method builtins.isinstance}
       65    0.000    0.000    0.000    0.000 copy.py:243(_keep_alive)
       20    0.000    0.000    0.000    0.000 _tensor.py:111(_clear_non_serializable_cached_data)
       10    0.000    0.000    0.000    0.000 distributed_c10d.py:2358(get_world_size)
       10    0.000    0.000    0.000    0.000 distributed_c10d.py:1351(get_backend)
       10    0.000    0.000    0.000    0.000 trainer.py:1561(num_val_batches)
        1    0.000    0.000    0.000    0.000 _compiler.py:571(_code)
       90    0.000    0.000    0.000    0.000 enum.py:192(__get__)
       40    0.000    0.000    0.000    0.000 storage.py:785(__init__)
       21    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       15    0.000    0.000    0.000    0.000 fit_loop.py:151(_results)
       15    0.000    0.000    0.000    0.000 trainer.py:1590(_active_loop)
       40    0.000    0.000    0.000    0.000 grad_mode.py:184(__init__)
